Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
745	NCT04302818	SKOLKONTAKT - Social Skills Training in a School Setting	SKOLKONTAKT	Completed	No Results Available	Autism Spectrum Disorder|Attention Deficit Hyperactivity Disorder|Anxiety|Depression	Behavioral: SKOLKONTAKT|Behavioral: Social activity group	Social Skills Group Questionnaire (SSGQ)|Social Responsiveness Scale-2 (SRS-ll)|KIDSCREEN-27 (short version)|Worlds Health Organisation Disability Assessment Schedule 2.0 (WHODAS 2.0)|Conners 3-F|Negative Effects Questionnaire (NEQ)|Goal Attainment Scaling (GAS)	Karolinska Institutet|Marcus och Amalia Wallenbergs minnesfond	All	15 Years to 20 Years   (Child, Adult)	Not Applicable	33	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	SKOLKONTAKT	September 2, 2019	March 31, 2021	March 31, 2021	March 10, 2020		March 29, 2022	CAP Research Center, Center of Neurodevelopmental disorders at Karolinska Institutet (KIND), Stockholm, Sweden		https://ClinicalTrials.gov/show/NCT04302818
746	NCT04026386	A Center Based Early Intervention Program For Preschoolers With Developmental Disorders		Recruiting	No Results Available	Development Disorder, Child|Developmental Disability|Development Delay|Autism Spectrum Disorder	Behavioral: Center Based or In Home Early Intervention Program	Change From Baseline in Parent Rated Social Responsiveness Scale, 2nd Edition (SRS-2) T-Score After Treatment.|Change From Baseline in Parent Rated Repetitive Behavior Scale Revised (RBS-R) Scores During Treatment.|Change From Baseline in Parent Rated Stanford Social Dimension Scale (SSDS) Scores During Treatment.|Change From Baseline in Parent Rated Vineland Adaptive Behavior Scale- 3 (VABS-3) Scores During Treatment.|Change From Baseline in Parent Rated Short Sensory Profile Questionnaire (SSPQ) Scores During Treatment.|Change From Baseline in Parent Rated General Self Efficacy Scale (GSES) Scores During Treatment.	Stanford University|John & Marcia Goldman Foundation	All	2 Years to 5 Years   (Child)	Not Applicable	75	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB-52348	October 19, 2019	December 2024	December 2024	July 19, 2019		December 5, 2022	Stanford University School of Medicine, Stanford, California, United States		https://ClinicalTrials.gov/show/NCT04026386
747	NCT03282162	The Effects of Oxytocin on Affective Touch		Completed	No Results Available	Healthy	Drug: intranasal oxytocin|Drug: intranasal placebo	brain function: neural activity during affective touch as assessed via BOLD fMRI|Brain function: functional connectivity during affective touch as assessed via BOLD fMRI|Perceived affective quality of the touch|Associations with trait autism as assessed via the Autism-Spectrum Quotient (AQ) - brain function: activity|Associations with trait autism as assessed via the Autism-Spectrum Quotient (AQ) - brain function: functional connectivity|Associations with trait autism as assessed via the Autism-Spectrum Quotient (AQ) - behaviour: pleasantness experience|Associations with Sensory Responsivity as assessed via the Sensory Responsivity Scale - brain function: activity|Associations with Sensory Responsivity as assessed via the Sensory Responsivity Scale - brain function: functional connectivity|Associations with Sensory Responsivity as assessed via the Sensory Responsivity Scale - behaviour: pleasantness experience	University of Electronic Science and Technology of China	Male	18 Years to 30 Years   (Adult)	Not Applicable	50	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science	UESTC-neuSCAN-40	August 28, 2017	January 31, 2018	July 12, 2018	September 13, 2017		October 29, 2018	University of Electronic Science and Technology of China(UESTC), Chengdu, Sichuan, China		https://ClinicalTrials.gov/show/NCT03282162
748	NCT03518346	Use of Virtual Reality Game Playing During Venipuncture		Completed	No Results Available	Autism|Development Delay|Typical Development	Behavioral: Virtual Reality|Behavioral: Standard of Care	Attempting vs. Refusing Venipuncture|Blood volume|Pain Scale|Satisfaction Survey|Fear Scale|Time to Achieve Optimal Blood Volume	University of California, Davis	All	8 Years to 19 Years   (Child, Adult)	Not Applicable	12	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	1170355	April 9, 2018	January 15, 2019	January 15, 2019	May 8, 2018		May 15, 2019	University of California Davis MIND Institute, Sacramento, California, United States		https://ClinicalTrials.gov/show/NCT03518346
749	NCT02504502	Enhancing Genomic Laboratory Reports to Enhance Communication and Empower Patients		Completed	Has Results	Intellectual Disability|Autism|Multiple Congenital Anomalies	Other: enhanced genomic report	Satisfaction With Genomic Test Report	Geisinger Clinic|Patient-Centered Outcomes Research Institute	All	up to 21 Years   (Child, Adult)	Not Applicable	52	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Health Services Research	2013-0594	August 2015	January 1, 2017	January 1, 2017	July 22, 2015	June 15, 2017	February 12, 2018			https://ClinicalTrials.gov/show/NCT02504502
750	NCT04167839	Effects of Sensory Diets on Children's Sensory Processing Skills, Psychosocial Skills, and Classroom Engagement		Completed	No Results Available	Sensory Processing Disorder|Special Education|Autism	Other: Sensory diet	Change in frequency of a target behaviors related to psycho-social behaviors|Change in duration of a target behavior related to off-task behaviors.|Change in duration of a target behavior related to sensory seeking behaviors.	Pingale, Vidya, OTR|Tina S. Fletcher, EdD, MFA, OTR|Catherine Candler, PhD, OTR|Noralyn Pickens, PhD, OT|Karen Dunlap, EdD	Male	4 Years to 11 Years   (Child)	Not Applicable	5	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	TWU protocol# 19711	September 6, 2017	February 15, 2018	February 15, 2018	November 19, 2019		November 19, 2019	Vidya Pingale, Cliffside Park, New Jersey, United States		https://ClinicalTrials.gov/show/NCT04167839
751	NCT03293511	Oxytocin Modulates Eye Gaze Behavior During Social Processing		Unknown status	No Results Available	Healthy	Drug: intranasal oxytocin|Drug: intranasal placebo	Global eye gaze characteristic: differences between oxytocin and placebo treatment|Feature-specific eye gaze characteristics: differences between oxytocin and placebo treatment|Global eye gaze characteristic - associations with autism traits|Feature-specific eye gaze characteristics - associations with trait autism	University of Electronic Science and Technology of China	Male	18 Years to 30 Years   (Adult)	Not Applicable	40	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science	UESCT_neuSCAN_42	June 9, 2017	July 2019	July 2019	September 26, 2017		October 29, 2018	school of life science and technology, University of Electronic Science and Technology of China, Chengdu, Sichuan, China|University of Electronic Science and Technology of China, Chengdu, Sichuan, China		https://ClinicalTrials.gov/show/NCT03293511
752	NCT04639570	KneuroKnits: Participation and Anxiety in People With Neurological Conditions Participating in a Knitting Group		Completed	No Results Available	Autism Spectrum Disorder|Neurodevelopmental Disorders|Acquired Brain Injury|Physical Disability	Other: KneuroKnits	Self-reported Experience of Activity Settings (SEAS)|Symptom Checklist-90 (SCL-90; anxiety subscale; change during program participation)|State-Trait Anxiety Inventory (STAI; change between beginning and end of sessions; change between weeks 1 and 4)	Holland Bloorview Kids Rehabilitation Hospital	All	15 Years to 24 Years   (Child, Adult)	Not Applicable	14	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	17-717	November 3, 2018	February 9, 2019	February 9, 2019	November 20, 2020		November 20, 2020	Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT04639570
753	NCT03610919	Effects of Oxytocin Dose Frequency on Behavioral and Neural Responses		Unknown status	No Results Available	Healthy	Drug: Nasal Sprays	Between group differences in the changes between acute and chronic administration effects of oxytocin on amygdala reactivity towards fearful faces as assessed by fMRI.|Between group differences in the changes between acute and chronic administration effects of oxytocin on amygdala resting state connectivity as assessed by fMRI.|Association between trait autism with acute and chronic treatment effects on amygdala activity in response to fearful faces|Association between trait autism with acute and chronic treatment effects on amygdala resting state connectivity|Interaction of acute and chronic treatment effects on amygdala activity with oxytocin receptor genotype.|Interaction of acute and chronic treatment effects on amygdala connectivity with oxytocin receptor genotype.|Treatment effects on arousal will be assessed by subjects rating their arousal on a 9-point Likert scale in response to the face pictures presented again after their fMRI scans on day 1 and day 5|Treatment effects on valence will be assessed by subjects rating their valence on a 9 point Likert scale in response to the face pictures presented again after their fMRI scans on day 1 and day 5|Treatment effects on intensity will be assessed by subjects rating their intensity on a 9 point Likert scale in response to the face pictures presented again after their fMRI scans on day 1 and day 5	University of Electronic Science and Technology of China	Male	17 Years to 30 Years   (Child, Adult)	Phase 1	150	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science	UESTC-neuSCAN-57	March 1, 2018	September 1, 2018	December 1, 2018	August 1, 2018		October 29, 2018	school of life science and technology, University of Electronic Science and Technology of China, Chengdu, Sichuan, China		https://ClinicalTrials.gov/show/NCT03610919
754	NCT05198232	The Effects of Virtual Zumba® in Individuals With Developmental Disabilities		Completed	No Results Available	Developmental Disability|Autism Spectrum Disorder|Down Syndrome|Cerebral Palsy	Behavioral: Zumba High Tempo|Behavioral: Zumba Low Tempo	Change in Cardiorespiratory functioning using the 6-minute Walk Test (6MWT)|Change in Functional Mobility using the Timed-Up and Go (TUG).|Change in Static Balance using the Biodex Balance SD - modified Clinical Test of Sensory Interaction on Balance.|Change in Attention/Inhibition using the NIH Toolbox Flanker Test.|Change in Physical activity levels|Change in Body mass index|Change in Weight|Change in Body fat percentage|Change in Body Fat Mass|Change in Fat free mass|Change in Height	Auburn University	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	57	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Other	Virtual Adaptive Zumba	January 26, 2021	March 30, 2022	March 30, 2022	January 20, 2022		May 5, 2022	Auburn University School of Kinesiology, Auburn, Alabama, United States		https://ClinicalTrials.gov/show/NCT05198232
755	NCT02342366	Characterization of the Prosocial and Prosexual Effects of GHB		Completed	No Results Available	Depressive Disorder, Major|Bipolar Disorder|Autistic Disorder	Drug: GHB 35 mg/kg p.o.|Drug: GHB 20 mg/kg p.o.	Sexual Arousal|Social Cognition and Behavior|Composite measure of Neuroendocrine Parameters|electroencephalography (EEG) activity|fMRI activity	University of Zurich|University of Regensburg|University of Salerno|University of Vienna|University of Freiburg	Male	18 Years to 40 Years   (Adult)	Not Applicable	19	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Other	PUK-GHB01	February 2012	November 2014	December 2014	January 19, 2015		July 29, 2019	Hospital for Psychiatry, University of Zurich, Zurich, Switzerland	"Study Protocol and Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/66/NCT02342366/Prot_SAP_000.pdf	https://ClinicalTrials.gov/show/NCT02342366
756	NCT03847402	The Early Integrated Intervention for Child Brain-developmental Disorders in China		Completed	No Results Available	Brain Developmental Diseases|Autism Spectrum Disorder|Global Developmental Delay|Attention Deficit-Hyperactivity Disorder	Behavioral: The early integrated intervention for GDD|Behavioral: The early integrated intervention for ASD|Behavioral: The early integrated intervention for ADHD|Behavioral: community intervention for ASD|Behavioral: Community intervention for GDD|Behavioral: community intervention for ADHD	Change from baseline development quotient (DQ) in the Griffiths Development Scales-Chinese version at 1 year, 2 years for GDD and ASD|Change from baseline score of the Conners Early Childhood (Conners EC) at 1 year, 2 years for ADHD|Change from baseline score of the Communication and Symbolic Behavior Scales Developmental Profile-Infant Toddler Checklist（CSBS-DP-ITC）at 1 year, 2 years for ASD|Change from baseline intelligence quotient (IQ) in the Wechsler Intelligence Scale at 1 year, 2 years for ADHD	Children's Hospital of Fudan University|National Key Research and Development Program of China	All	3 Months to 3 Years   (Child)	Not Applicable	900	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	MBDZXGY2018	June 15, 2018	June 30, 2021	July 30, 2021	February 20, 2019		January 11, 2022	Children's hospital of Fudan University, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT03847402
757	NCT02160886	Effects of a Task Oriented Intervention With Two Goal-setting Approaches		Completed	No Results Available	Movement Disorder|Learning Disability|Autism Spectrum Disorder|Children	Behavioral: child-goal|Behavioral: parent-goal	Goal Attainment Scaling (GAS)|Performance scale of the Canadian Occupational Performance Measure|Beck Youth scales, subscale self-concept	Region Gävleborg	All	5 Years to 12 Years   (Child)	Not Applicable	34	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	RFR-296311	October 2011	January 2014	February 2014	June 11, 2014		June 11, 2014	Gävleborg County Council, Gävle, Sweden		https://ClinicalTrials.gov/show/NCT02160886
758	NCT01731119	Study of Lurasidone in Treating Antipsychotic Naive or Quasi-Naive Children and Adolescents		Completed	Has Results	Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder|Psychosis NOS|Autistic Disorder|Asperger Syndrome|Child Development Disorders, Pervasive|Bipolar I Disorder|Bipolar II Disorder|Mood Disorder NOS|Severe Major Depression With Psychotic Features|Single Episode Major Depression Without Psychotic Symptoms|Severe Mood Disorder With Psychotic Features	Drug: Latuda©	Change in Weight|Proportion of Participants Completing Treatment|Changes in Efficacy Measures|Number of Participants Experiencing Side Effects|Overall Clinical Improvement	University of North Carolina, Chapel Hill|Foundation of Hope, North Carolina	All	6 Years to 19 Years   (Child, Adult)	Phase 2	9	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	12-2302	December 2012	August 2014	August 2014	November 21, 2012	May 17, 2017	June 14, 2017	University of North Carolina, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT01731119
759	NCT02741063	Oxytocin Effect on Attentional Bias Towards Emotional Expression Faces in Individuals With High and Low Autistic Traits: A Functional Magnetic Resonance Imaging (fMRI) Study		Unknown status	No Results Available	Healthy	Behavioral: screen low autistic subjects|Behavioral: screen high autistic subjects|Drug: oxytocin|Drug: placebo	attentional bias toward emotional expression faces|brain activity during RSVP task	University of Electronic Science and Technology of China	Male	18 Years to 30 Years   (Adult)	Early Phase 1	120	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention	UESTC-neuSCAN-19	May 2016	June 2019	September 2019	April 18, 2016		October 29, 2018	China, Sichuan, Chengdu, Sichuan, China		https://ClinicalTrials.gov/show/NCT02741063
760	NCT02660775	Social Cognitive Assessment in Autism and Schizophrenia	(ClaCoS)	Completed	No Results Available	Schizophrenia	Behavioral: schizophrenia|Behavioral: Autism|Behavioral: Healthy controls	Change from Baseline in social cognition measures|Change from Baseline in symptoms measure|Change from Baseline in Neurocognitive functioning measures	Hôpital le Vinatier	All	18 Years to 45 Years   (Adult)	Not Applicable	440	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening	2015-A00580-49	December 4, 2015	March 31, 2021	June 30, 2021	January 21, 2016		January 27, 2022	Professeur FRANCK Nicolas, Bron, Rhone-alpes, France		https://ClinicalTrials.gov/show/NCT02660775
761	NCT02097355	Using an Online Patient Monitoring System to Improve Care for Children With Chronic Conditions	TriVoxHealth	Completed	No Results Available	Attention Deficit Hyperactivity Disorder|Asthma|Autism Spectrum Disorder|Depression|Epilepsy	Other: TriVox for clinical care	Change in caregiver-rated disease-specific symptoms|Number of patients with "red flag" alerts|Change in caregiver-rated global functioning|Experience of care	Boston Children's Hospital	All	Child, Adult, Older Adult	Not Applicable	946	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	BCH PPQI 52012	December 2014	December 2019	December 2019	March 27, 2014		July 14, 2020	Boston Children's Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT02097355
762	NCT01874327	Biomarkers of Developmental Trajectories and Treatment in Autism Spectrum Disorder (ASD)	BabyJ	Completed	No Results Available	Children at Risk for ASD	Behavioral: Baby JASPER|Behavioral: Standard Baby Classroom	Assessing change in Parent Child Interaction (PCX) throughout the diverse time points.|Autism Diagnostic Observation Schedule Toddler module (ADOS-T)|Imitation Task|Vineland Adaptive Behavior Scales (VABS)|EEG/Event Related Potential (ERP)|Mullen Scales of Early Learning (MSEL)|Early Social Communication Scales (ESCS)|Structured Play Assessment (SPA)	University of California, Los Angeles	All	12 Months to 21 Months   (Child)	Not Applicable	110	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Treatment	12-000607	January 2013	August 2018	September 2018	June 11, 2013		October 10, 2018	UCLA Semel Institue, Los Angeles, California, United States		https://ClinicalTrials.gov/show/NCT01874327
763	NCT04075552	Healthy Eating ASD		Withdrawn	No Results Available	Food Selectivity	Behavioral: Pre Meal Presentation|Behavioral: Pre Meal Presentation + Modeling|Behavioral: Pre Meal Presentation + Token Economy	Increased consumption of healthy foods	Penn State University	All	6 Years to 14 Years   (Child)	Not Applicable	0	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	STUDY00005814	September 23, 2016	September 26, 2022	September 26, 2022	August 30, 2019		September 28, 2022	Hogan Learning Academy, Fleetwood, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT04075552
764	NCT05238766	Behavioral Interventions to Increase Parent Adherence With Behavior Plans		Recruiting	No Results Available	Family Accommodation|Nonadherence|Behavior Problem	Behavioral: DEAL	Accommodation to Adherence Change Score|Experiential Avoidance|Cognitive Fusion|Parenting Stress	Hugo W. Moser Research Institute at Kennedy Krieger, Inc.|Organization for Autism Research	All	Child, Adult, Older Adult	Not Applicable	50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB00292589	June 21, 2022	January 31, 2024	January 31, 2024	February 14, 2022		June 27, 2022	Kennedy Krieger Institute, Baltimore, Maryland, United States|Kennedy Krieger Institute, Columbia, Maryland, United States		https://ClinicalTrials.gov/show/NCT05238766
765	NCT02902952	Physical Exercise to Reduce Anxiety in Underserved Children With ASD	PETRA	Active, not recruiting	No Results Available	Physical Exercise Condition|Control Condition	Behavioral: Physical Exercise|Behavioral: Control Intervention	Anxiety rating|Salivary Cortisol	University of California, Irvine|Massachusetts General Hospital|University of Missouri-Columbia	All	6 Years to 12 Years   (Child)	Not Applicable	220	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HS 2016-2859	October 2016	March 2024	March 2024	September 16, 2016		May 17, 2022	2500 Red Hill Avenue, Santa Ana, California, United States|Thompson Center for Autism, Columbia, Missouri, United States		https://ClinicalTrials.gov/show/NCT02902952
766	NCT02908321	CBT for Anxiety Disorder in Children With Co-morbid ASD		Completed	No Results Available	Randomized Treatment Study	Behavioral: CBT	Anxiety Disorders Interview Schedule for DSM-IV: Parent & Child interview schedule (ADIS/CP).|Spence Children's Anxiety Scale (SCAS),|Children's Anxiety Life Inference Scale (CALIS)|Children's Automatic Thoughts Scale (CATS).	University of Aarhus	All	7 Years to 14 Years   (Child)	Not Applicable	49	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2016-2018	August 2016	September 2019	December 2019	September 20, 2016		November 10, 2020	Centre for Child and Adolescent Psychiatry, Risskov, Region Of Midtjylland, Denmark		https://ClinicalTrials.gov/show/NCT02908321
767	NCT03826498	Allogenic Cord Blood Transfusion in Patients With Cerebral Palsy		Active, not recruiting	No Results Available	Cerebral Palsy	Biological: CP CB-MNC injection|Other: Standard therapy	Number of participants with non-serious and serious adverse events|Changes in Standardized Gross Motor Function 66 (GMFM-66) Score for all child.|Changes in Cognitive Neurodevelopmental Outcome for child before 3yrs|Changes in The Infant Toddler Quality of Life Questionnaire for child above 3yrs.|Changes in Ashworth scale score for all child.|Number of Participants with Chimerism (longevity) of infused cell	State-Financed Health Facility "Samara Regional Medical Center Dinasty"	All	1 Year to 10 Years   (Child)	Phase 2	40	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	12102017	January 12, 2018	December 26, 2021	January 26, 2022	February 1, 2019		March 17, 2021	Medical Centre Dinasty, Samara, Russian Federation		https://ClinicalTrials.gov/show/NCT03826498
768	NCT04327648	Effect and Mechanism of Social Interaction Treatment on ASD Children		Not yet recruiting	No Results Available	ASD	Device: Social interaction treatment|Device: Neuronal cognition treatment|Other: Routine treatment	Childhood Autism Rating Scale, (CARS)|Social responsiveness scale, (SRS)|Autism Diagnostic Observation Schedule, ADOS|Clinical Global Impression, CGI	Xinhua Hospital, Shanghai Jiao Tong University School of Medicine	All	3 Years to 6 Years   (Child)	Not Applicable	90	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	XH-20-004	June 1, 2020	December 30, 2023	December 30, 2023	March 31, 2020		March 31, 2020			https://ClinicalTrials.gov/show/NCT04327648
769	NCT05135728	Development and Pilot Testing of a Novel Preschool Executive Function Curriculum		Enrolling by invitation	No Results Available	Executive Dysfunction	Behavioral: Unstuck and On Target: Preschool|Behavioral: Treatment as Usual	Feasibility of Intervention|Feasibility - Child Attendance|Acceptability of Intervention|Intervention Appropriateness|Fidelity Observations|Interventionist Knowledge	Children's National Research Institute|AppleTree Institute|The Maddux School	All	3 Years to 6 Years   (Child)	Not Applicable	55	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Pro00014103	November 15, 2021	June 30, 2026	June 30, 2026	November 26, 2021		November 7, 2022	Children's National Hospital, Silver Spring, Maryland, United States		https://ClinicalTrials.gov/show/NCT05135728
770	NCT03354923	Parent-Child Reciprocity and the Effectiveness of PEERS	ISR-PEERS	Unknown status	No Results Available	Social Skills|Parent-Child Relational Problem	Behavioral: PEERS intervention	Change from baseline Parent-Adolescent reciprocity paradigm at 4 and 8 months|Change from baseline Contextual Assessment of Social Skills at 4 and 8 months|Change from baseline Social Responsiveness Scale at 4 and 8 months|Change from baseline The Social Skills Improvement System at 4 and 8 months|Change from baseline Friendship Qualities Scale|Change from baseline Quality of Play Questionnaire at 4 and 8 months|Change from baseline Test of Adolescent Social Skills Knowledge at 4 and 8 months|Change from baseline Vineland Adaptive Behaviors Scales II at 4 and 8 months|Change from baseline Loneliness and Social Dissatisfaction Questionnaire at 4 and 8 months|Change from baseline Beck Depression Inventory II at 4 and 8 months|Change from baseline Autism Spectrum Quotient at 4 and 8 months|Change from baseline Empathy Quotient at 4 and 8 months|Change from baseline Parenting Stress Index Short Form at 4 and 8 months	Bar-Ilan University, Israel	All	12 Years to 17 Years   (Child)	Not Applicable	80	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	BIU121216	January 2016	August 2018	August 2019	November 28, 2017		February 26, 2019	Bar Ilan University, Ramat Gan, Israel		https://ClinicalTrials.gov/show/NCT03354923
771	NCT04237870	Effect of rTMS on the Abnormal Executive Function of ASD Children		Unknown status	No Results Available	Executive Dysfunction|ASD	Device: Active cTBS|Device: Sham	Change in scores on Behaviour Rating Inventory of Executive Functioning (BRIEF)|Change in scores, reaction time and brain blood flow on the Working Memory Task by fNIRS|Change in size and connections of different parts of the brain to assess brain structure and blood flow by functional magnetic resonance imaging (fMRI)	Xinhua Hospital, Shanghai Jiao Tong University School of Medicine	All	6 Years to 16 Years   (Child)	Not Applicable	40	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	XH-19-013	January 1, 2019	August 31, 2021	September 30, 2021	January 23, 2020		January 23, 2020	Fei Li, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT04237870
772	NCT01712464	Modulation of Reinforcement Learning		Completed	No Results Available	Impact of Oxytocin on Social Learning	Drug: Oxytocin vs. Placebo	Bold Signal in nucleus accumbens|Bold signal in ventral tegmental areal	RWTH Aachen University	Male	18 Years to 26 Years   (Adult)	Not Applicable	60	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Diagnostic	12-033	October 18, 2013	August 7, 2016	August 7, 2016	October 23, 2012		May 1, 2018	Universtiy Hospital Aachen, Aachen, Northrhine-Westfalia, Germany		https://ClinicalTrials.gov/show/NCT01712464
773	NCT05281965	A Clinical Study Evaluating the Efficacy and Safety of Retinoic Acid in Patients With 15q11-q13 Duplication Syndrome		Recruiting	No Results Available	Autism|Treatment Adherence|Retinoic Acid|Dup15Q Syndrome	Drug: Retinoic acid	ADORS-2	Second Affiliated Hospital, School of Medicine, Zhejiang University	All	6 Years to 18 Years   (Child, Adult)	Early Phase 1	20	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	2021-0438	April 1, 2022	June 1, 2023	June 1, 2024	March 16, 2022		March 16, 2022	Zhejiang University, Hangzhou, Zhejiang, China|Miao pu, Hangzhou, China		https://ClinicalTrials.gov/show/NCT05281965
774	NCT01804582	The Family VOICE Study		Completed	Has Results	Autism|Aggression|Bipolar Disorder|Psychotic Disorders	Other: Family Navigator consultation	Family Empowerment Scale|Duke-UNC (University of North Carolina) Functional Social Support Questionnaire|Youth Services Survey for Families|Child Behavior Checklist - Brief Problem Monitor|Psychosocial Service Utilization|Medication Regimen	University of Maryland, Baltimore	All	2 Years to 15 Years   (Child)	Not Applicable	350	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HP-00054913|1300476	May 2013	March 31, 2016	March 31, 2016	March 5, 2013	November 20, 2019	November 20, 2019	University of Maryland, School of Medicine, Department of Psychiatry, Division of Child and Adolescent Psychiatry, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT01804582
