Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
87	NCT04068688	Tailoring Treatment Targets for Early Autism Intervention in Africa		Completed	Has Results	Autism Spectrum Disorder	Behavioral: Early Start Denver Model (ESDM)|Behavioral: Telehealth coaching	Supported Joint Engagement Measured by the Joint Engagement Rating Inventory (JERI)|Coordinated Joint Engagement Measured by the Joint Engagement Rating Inventory (JERI)|Symbol-infused Joint Engagement Measured by the Joint Engagement Rating Inventory (JERI)|Fluency and Connectedness Measured by the Joint Engagement Rating Inventory (JERI)|Shared Routines and Rituals Measured by the Joint Engagement Rating Inventory (JERI)|Scaffolding Measured by the Joint Engagement Rating Inventory (JERI)|Following in on a Child's Focus Measured by the Joint Engagement Rating Inventory (JERI)|Caregiver Affect Measured by the Joint Engagement Rating Inventory (JERI)|Initiation of Joint Attention (IJA) Measured by the Early Social Communication Scales (ESCS)|Response to Joint Attention (RJA) Measured by the Early Social Communication Scales (ESCS)|Language and Communication Developmental Quotient on the Griffiths Scales of Child Development 3rd Edition (Griffiths-III)|Personal-Social-Emotional Developmental Quotient on the Griffiths Scales of Child Development 3rd Edition (Griffiths-III)|Socialization Subscale Standard Score on the Vineland Adaptive Behavior Scales - 3rd Edition (VABS-3)|Communication Subscale Standard Score on the Vineland Adaptive Behavior Scales - 3rd Edition (VABS-3)|Acceptability of Telehealth Intervention (as Measured by the Acceptability of Intervention Measure, AIM)|Appropriateness of Telehealth Intervention (as Measured by the Intervention Appropriateness Measure, IAM)|Feasibility of Intervention (as Measured by the Feasibility of Intervention Measure, FIM)|Fidelity of Intervention Delivery, as Measured by the Caregiver ESDM Fidelity Rating System	Duke University|University of Cape Town|National Institute of Mental Health (NIMH)	All	18 Months to 72 Months   (Child)	Not Applicable	73	Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	Pro00103045|1R21MH120696	September 1, 2019	August 26, 2021	August 26, 2021	August 28, 2019	December 2, 2022	December 2, 2022	University of Cape Town, Cape Town, West Cape, South Africa	"Study Protocol and Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/88/NCT04068688/Prot_SAP_001.pdf|"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/88/NCT04068688/ICF_000.pdf	https://ClinicalTrials.gov/show/NCT04068688
88	NCT01154777	Collaborative Study Of Neurofeedback Training Of 6-18 Year Olds With Autism		Unknown status	No Results Available	Autism	Behavioral: Neurofeedback training	Level of normalization of brainwaves based upon QEEG	Institute for Personal Excellence, P.A.|Life Quality Resources|National Institute of Mental Health (NIMH)	All	6 Years to 18 Years   (Child, Adult)	Phase 1	30	Other|NIH	Interventional	Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NFB6-18Autism	July 2011	June 2016	December 2016	July 1, 2010		October 5, 2010	Institute for Personal Excellence, P.A., Raleigh, North Carolina, United States|Life Quality Resources, Raleigh, North Carolina, United States		https://ClinicalTrials.gov/show/NCT01154777
89	NCT00584701	Pharmacogenomics in Autism Treatment	PG	Completed	Has Results	Autism	Drug: Risperidone	Percent Change of ABC - Irritability Subscale Score|Exon Expression Positively or Negatively Correlated With Percentage Improvement in ABC-I	University of California, San Francisco|Janssen, LP|National Institute of Mental Health (NIMH)	All	4 Years to 18 Years   (Child, Adult)	Phase 2|Phase 3	49	Other|Industry|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	200715817-1|R21MH080026	January 2008	May 2009	May 2009	January 2, 2008	July 24, 2012	July 24, 2012	UC San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT00584701
90	NCT01768806	Randomized Controlled Trial of the P.L.A.Y. (Play and Language for Autistic Youngsters) Project Intervention for Autism	PLAY	Completed	No Results Available	Autism|Autism Spectrum Disorder	Behavioral: PLAY Project Intervention for Autism|Behavioral: Special education pre-school	Reduction in autism severity as measured by the Autism Diagnostic Observation Scale (ADOS)|Language as measured by the MacArthur-Bates Communicative Developmental Inventories|Vineland Adaptive Behavior Scale	Richard Solomon MD, Plc|Michigan State University|National Institute of Mental Health (NIMH)	All	3 Years to 5 Years   (Child)	Not Applicable	112	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	3125511|2R44MH078431-02A1	September 2009	June 2012	December 2012	January 15, 2013		January 17, 2013	Ann Arbor Center for Developmental and Behavioral Pediatrics, Ann Arbor, Michigan, United States		https://ClinicalTrials.gov/show/NCT01768806
91	NCT02695693	RCT of TeachTown in Autism Support Classrooms: Innovation and Exnovation		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: TeachTown|Behavioral: Discrete Trial Training|Behavioral: Pivotal Response Training|Behavioral: Teaching in Functional Routines	Differential Abilities Scale, 2nd Edition|Bracken School Readiness Assessment, 3rd Edition	University of Pennsylvania|National Institute of Mental Health (NIMH)|The School District of Philadelphia	All	5 Years to 9 Years   (Child)	Not Applicable	212	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	R01MH106175	April 2015	June 2017	June 15, 2018	March 1, 2016		April 18, 2019			https://ClinicalTrials.gov/show/NCT02695693
92	NCT01945957	Brain Imaging of Intranasal Oxytocin Treatment in Autism		Completed	No Results Available	Autism Spectrum Disorders	Drug: Oxytocin	Aim 1a. fMRI Activation Analysis/Connectivity|Aim 1b. Proportion of Time Attending to Social Stimuli (Eye Tracking)|Plasma Oxytocin (OT) levels in aim 1b. and 2b.|Salivary Oxytocin (OT) levels for all aims.|SRS-Social Responsiveness Scale|Pervasive Developmental Disorders Behavior Inventory-Screening Version (PDDBI-SV)|ABC-lethargy/social withdrawal subscale	University of North Carolina, Chapel Hill|Duke University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	6 Years to 18 Years   (Child, Adult)	Phase 1	33	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Other	12-2622|U54HD079124-01	September 2014	January 2017	January 2017	September 19, 2013		April 25, 2017	The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT01945957
93	NCT05608083	HEARTS R34 Feasibility Study, Autistic Participants	HEARTS-R34	Not yet recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: HEARTS classes|Behavioral: Online discussion group	Change in engaging in perspective-taking related to rejection at 6 weeks|Change in engaging in perspective-taking related to rejection at 12 weeks|Change in resilience capacity given social rejection at 6 weeks|Change in resilience capacity given social rejection at 12 weeks|Change in satisfaction with close relationships at 6 weeks|Change in satisfaction with close relationships at 12 weeks|Change in motivation to interact socially at 6 weeks|Change in motivation to interact socially at 12 weeks|Participant satisfaction with study participation|Participant feelings of acceptability of study intervention|Participant rating of content acceptability|Teacher rating of participant engagement and satisfaction|Teacher rating of intervention acceptability	Boston University|National Institute of Mental Health (NIMH)|University of Alabama at Birmingham	All	18 Years and older   (Adult, Older Adult)	Not Applicable	60	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	H-12345	December 2022	December 2025	December 2025	November 8, 2022		November 8, 2022			https://ClinicalTrials.gov/show/NCT05608083
94	NCT03307057	Promoting Transactional Supports to Optimize Social Communication Outcomes for Infants and Their Families		Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Social Communication Growth Charts (SCGC)|Behavioral: Parent-Implemented (P-I) Condition|Behavioral: Clinician-Implemented (C-I) Condition	Change in Measure of Active Engagement and Transactional Supports (MAETS) Score|Change in Communication and Symbolic Behavior Scales (CSBS) Score|Change in Autism Diagnostic Observation Schedule Score|Change in Mullen Scales of Early Learning Score|Change in Vineland-3 Adaptive Behavior Scales Score|Change in Measure of Active Engagement and Transactional Supports (MAETS) in Parents of Children Showing Signs of ASD|Change in Communication and Symbolic Behavior Scales (CSBS) Score in Children Showing Signs of ASD|Change in Autism Diagnostic Observation Schedule Score in Children Showing Signs of ASD|Change in Mullen Scales of Early Learning Score in Children Showing Signs of ASD|Change in Vineland-3 Adaptive Behavior Scales Score in Children Showing Signs of ASD	Emory University|National Institute of Mental Health (NIMH)	All	6 Months to 6 Months   (Child)	Not Applicable	300	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	IRB00098127|P50MH100029	February 1, 2018	April 2023	April 2023	October 11, 2017		September 26, 2022	Marcus Autism Center, Atlanta, Georgia, United States		https://ClinicalTrials.gov/show/NCT03307057
95	NCT02416323	Effectiveness and Implementation of a Mental Health Intervention for ASD	AIM HI	Completed	No Results Available	Autism Spectrum Disorder	Other: AIM HI Training	Change since baseline in child behaviors on the Eyberg Child Behavior Inventory (ECBI)|Change since baseline in child behaviors on the Social Skills Improvement System (SSIS) Competing Behavior Scale	University of California, San Diego|National Institute of Mental Health (NIMH)	All	5 Years to 13 Years   (Child)	Not Applicable	609	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research	2011-4131|R01MH094317	April 2012	February 2018	February 2018	April 15, 2015		July 9, 2018	Child and Adolescent Services Research Center, San Diego, California, United States		https://ClinicalTrials.gov/show/NCT02416323
96	NCT03589898	Study of Neuroimaging Biomarkers of Social Cognition Deficits in Adolescents (Age 13-17) With Autism Spectrum Disorder and Effects of Gabapentin		Completed	No Results Available	Autism Spectrum Disorder	Drug: Gabapentin	Cortical GABA in Anterior Cingulate Cortex|Cortical GABA in Right Anterior Insula|Cortical Glx in Anterior Cingulate Cortex|Cortical Glx in Right Anterior Insula	University of Massachusetts, Worcester|National Institute of Mental Health (NIMH)|Johns Hopkins University	All	13 Years to 17 Years   (Child)	Early Phase 1	19	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	H00012656|1K23MH113008-01A1	September 14, 2017	August 31, 2022	August 31, 2022	July 18, 2018		November 2, 2022	University of Massachusetts Medical School, Worcester, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT03589898
97	NCT01028820	FMRI Brain Activation of Aripiprazole Treatment in Autism Spectrum Disorders	AripfMRI	Completed	Has Results	Autism Spectrum Disorder	Drug: Aripiprazole	Baseline and Week 8scores on Children's Yale-Brown Obsessive Compulsive Scale - Pervasive Developmental Disorder Version|Total Repetitive Behavior Scale - Revised (RBS_R)	University of North Carolina, Chapel Hill|Duke University|National Institute of Mental Health (NIMH)	All	10 Years to 55 Years   (Child, Adult)	Phase 4	13	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	090795|K23MH081285	August 2009	January 2011	January 2011	December 9, 2009	March 11, 2014	March 11, 2014	University of North Carolina, Chapel Hill, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States		https://ClinicalTrials.gov/show/NCT01028820
98	NCT02046889	A Bicycle Training Intervention		Completed	No Results Available	Autism Spectrum Disorder|Down Syndrome	Behavioral: Bicycle Training Intervention	Independent bicycle riding ability|Bicycle riding effects on physical activity|Bicycle riding effects on leg strength|Bicycle riding effects on static balance ability|Participation following learning to ride a two-wheeled bicycle|Bicycle riding effects on sleep behavior	University of Michigan|National Institutes of Health (NIH)	All	9 Years to 18 Years   (Child, Adult)	Not Applicable	155	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CMBDS2012|H133G090006	June 2010	August 2012	December 2012	January 28, 2014		January 28, 2014	Southbend, Indiana, United States|Ann Arbor, Michigan, United States|Grand Rapids, Michigan, United States		https://ClinicalTrials.gov/show/NCT02046889
99	NCT03514784	Combination Probiotic: BB-12 With LGG (Different Doses) in Treating Children With Autism Spectrum Disorder		Recruiting	No Results Available	Autism Spectrum Disorder|Gastrointestinal Symptoms	Drug: BB-12 with LGG (Higher Dose)|Drug: Placebo|Drug: BB-12 with LGG (Lower Dose)	Effects of BB-12+LGG at different doses on adverse events (safety)|Effects of BB-12+LGG at different doses on irritability and maladaptive behaviors with Aberrant Behavior Checklist (ABC)|Effects of BB-12+LGG at different doses on irritability and maladaptive behaviors measured with the Social Responsiveness Scale-2	The University of Texas Health Science Center, Houston|Texas Higher Education Coordinating Board|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	4 Years to 16 Years   (Child)	Phase 1|Phase 2	70	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	HSC-MS-17-0995|R01HD095158-02	May 2016	September 2025	September 2025	May 2, 2018		June 10, 2022	UTHealth, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT03514784
100	NCT01751698	Adaptive Interventions for Minimally Verbal Children With ASD in the Community	AIM-ASD	Completed	No Results Available	Autism	Behavioral: JASP-EMT|Behavioral: DTT	Primary Outcome 1: Language Sample|Secondary Aim 1: Joint Engagement|Secondary Outcome 2: Number of Unique Words (Vocabulary)|Secondary Outcome 3: Object Play	University of California, Los Angeles|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	54 Months to 96 Months   (Child)	Not Applicable	192	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	R01HD073975	January 2013	June 2017	December 2017	December 18, 2012		October 11, 2018	University of California, Los Angeles, Los Angeles, California, United States|University of Rochester, Rochester, New York, United States|Weill Cornell Medical College, White Plains, New York, United States|Vanderbilt University, Nashville, Tennessee, United States		https://ClinicalTrials.gov/show/NCT01751698
101	NCT04258254	The Effect of Play on Social and Motor Skills of Children With ASD		Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Multimodal|Behavioral: General|Behavioral: Standard of Care	Change in cortical activation during the Rhythmic Synchrony task|Change in cortical activation during a building task|Change in joint attention scores|Change in gross-motor performance scores|Change in praxis errors|Change in movement quality and prosocial behaviors|Change in distance covered during walking|Changes in time taken to complete the task|Developmental Coordination Disorder-Questionnaire|Sensory Processing Measure (SPM)	University of Delaware|National Institutes of Health (NIH)|National Institute of General Medical Sciences (NIGMS)	All	5 Years to 15 Years   (Child)	Not Applicable	45	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	1539736-1|3P20GM103446-19S1	June 4, 2020	February 28, 2022	February 28, 2022	February 6, 2020		January 6, 2021	University of Delaware, Newark, Delaware, United States	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/54/NCT04258254/ICF_001.pdf	https://ClinicalTrials.gov/show/NCT04258254
102	NCT05344378	Refining and Implementing Technology-Enhanced Family Navigation to Promote Early Access and Engagement With Mental Health Services for Youth With Autism	ATTAIN NAV	Enrolling by invitation	No Results Available	Autism Spectrum Disorder|Implementation Science|Mental Health|Behavioral Health	Behavioral: ATTAIN NAV Technology-Enhanced Family Navigation Model	Acceptability of Intervention Measure (AIM)|Feasibility of Intervention Measure (FIM)|Appropriateness of Intervention Measure (AIM)|the Navigation Satisfaction Tool (NAVSAT)|Navigator Fidelity|Eyberg Child Behavior Inventory (ECBI)|Parent Activation Measure for Developmental Disabilities (PAM-DD)|Parent Participation Engagement Measure	University of California, San Diego|Kaiser Permanente|National Institute of Mental Health (NIMH)	All	4 Years to 16 Years   (Child)	Not Applicable	190	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	200147|1R34MH120190-01A1	May 1, 2022	April 30, 2023	June 30, 2023	April 25, 2022		November 1, 2022	UCSD, San Diego, California, United States		https://ClinicalTrials.gov/show/NCT05344378
103	NCT02275715	Treatment of Feeding Problems in Children With Autism	PT-F	Completed	No Results Available	Treatment of Feeding Problems in Children With ASD	Behavioral: Parent Training Program	Number of Subjects with Complete Data|Treatment Fidelity|Parent Adherence|Brief Autism Mealtime Behavior Inventory (BAMBI)	University of Florida|University of Rochester|National Institute of Mental Health (NIMH)	All	2 Years to 7 Years   (Child)	Not Applicable	54	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	IRB201400831-N	February 2015	January 25, 2017	June 25, 2017	October 27, 2014		April 5, 2018	University of Florida, Gainesville, Florida, United States|University of Rochester, Rochester, New York, United States		https://ClinicalTrials.gov/show/NCT02275715
104	NCT02409303	An SRT Model for Early Access to ASD Intervention		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Screen-Refer-Treat Intervention	Change in rates of ASD screening by PCPs at the 18-month Well-Child visit from baseline (pre-SRT intervention) to post-SRT intervention|Change in rates of referral for early intervention services by PCPs at the 18-month Well-Child visit from baseline (pre-SRT intervention) to post-SRT intervention|Change in percent of toddlers at risk for ASD recieving ASD-specialized behavioral intervention before 24 months from baseline (pre-SRT intervention) to post-SRT intervention|Change in average age at which children receive an ASD diagnosis from baseline (pre-SRT intervention) to post-SRT intervention|Change in levels of parenting stress, parenting efficacy, health quality of life, and satisfaction with the healthcare system from baseline (pre-SRT intervention) to post-SRT intervention|Change in levels of pivotal social-communicative behaviors in toddlers at risk for ASD from baseline (pre-SRT intervention) to post-SRT intervention	University of Washington|Seattle Children's Hospital|National Institute of Mental Health (NIMH)	All	16 Months and older   (Child, Adult, Older Adult)	Not Applicable	627	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	47892|R01MH104302-01	July 2015	June 2019	June 2019	April 6, 2015		November 3, 2022	University of Washington, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT02409303
105	NCT00251303	Riluzole to Treat Child and Adolescent Obsessive-Compulsive Disorder With or Without Autism Spectrum Disorders		Completed	Has Results	Obsessive-Compulsive Disorder|Autism Spectrum Disorder|Autism|Asperger Disorder|Developmental Disorder	Drug: Riluzole|Drug: Placebo	Much/Very Much Improved on Clinical Global Impressions - Improvement Score (CGI-I)|Children's Yale-Brown Obsessive-Compulsive Scale Scores (CY-BOCS)	National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)	All	7 Years to 17 Years   (Child)	Phase 2	78	NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	050225|05-M-0225	August 2005	February 2012	February 2012	November 9, 2005	July 15, 2014	July 15, 2014	National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States		https://ClinicalTrials.gov/show/NCT00251303
106	NCT03605368	VR Intervention to Improve Police Safety		Recruiting	No Results Available	Autism Spectrum Disorder|Autism	Behavioral: Virtual Reality Intervention|Behavioral: Video Modeling Intervention	Change in Live Police Interaction Assessment Scores from Pre-to-Post treatment|Change in Police Interaction Knowledge|Learned skill improvements - Phase IIb only	Children's Hospital of Philadelphia|Floreo, Inc.|National Institute of Mental Health (NIMH)	All	12 Years to 60 Years   (Child, Adult)	Not Applicable	96	Other|Industry|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	17-014387|1R42MH115539-01	November 28, 2017	August 2022	August 2022	July 30, 2018		November 26, 2021	Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03605368
107	NCT03242772	Impact of Combined Medication and Behavioral Treatment for ASD & ADHD		Terminated	Has Results	Autism Spectrum Disorder|Attention Deficit Hyperactivity Disorder	Drug: Amphetamine|Behavioral: ESDM informed parent coaching|Drug: Placebo Oral Tablet	Change in Amount and Quality of Joint Engagement Between the Child and Parent During a Semi-structured 6 Minute Parent Child Interaction Task|Change in Mean Composite Score (Socialization and Communication Subscales Standard Scores) of the Vineland Adaptive Behavior Scale - 3rd Edition, Interview Version (VABS-3)|Change in ADHD Symptoms Using Preschool or School Age ADHD Rating Scale (ADHD-RS) Total Score|Changes in Objective Measures of Social Attention and Social Engagement Using Eye Gaze Tracking	Duke University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	36 Months to 131 Months   (Child)	Phase 2	18	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	Pro00085179|1P50HD093074-01	December 14, 2018	December 28, 2020	April 19, 2021	August 8, 2017	March 9, 2022	March 22, 2022	Duke Center for Autism and Brain Development, Durham, North Carolina, United States	"Study Protocol and Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/72/NCT03242772/Prot_SAP_000.pdf|"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/72/NCT03242772/ICF_001.pdf	https://ClinicalTrials.gov/show/NCT03242772
108	NCT03525951	Parent-Level Predictors of Early Language Interaction Quality and Intervention Outcomes		Recruiting	No Results Available	Language Development Disorders|Autism Spectrum Disorder	Behavioral: Enhanced Milieu Teaching|Other: no intervention comparison group	Parental Language Stimulation Strategies (Study 2; Hybrid)|Parental Language Stimulation Strategies (Study 1; Remote)|Adult-Child Conversational Turns (Study 2; Hybrid)|Adult-Child Conversational Turns (Study 1; Remote)	Temple University|National Institute on Deafness and Other Communication Disorders (NIDCD)	All	30 Months and older   (Child, Adult, Older Adult)	Not Applicable	350	Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	24997|1K23DC017763-01A1	March 22, 2021	November 30, 2024	November 30, 2024	May 16, 2018		May 6, 2022	Temple University, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03525951
109	NCT00198120	Safety and Effectiveness of D-Cycloserine in Children With Autism		Completed	No Results Available	Autistic Disorder	Drug: D-cycloserine|Drug: Placebo	Change in Clinical Global Impressions (CGI) Global Improvement|Change in Lethargy Subscale of the Aberrant Behavior Checklist (ABC)	Indiana University|National Institute of Mental Health (NIMH)|National Alliance for Research on Schizophrenia and Depression|Indiana University School of Medicine	All	3 Years to 12 Years   (Child)	Phase 3	80	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	K23MH068627|0305-30|DDTR BK-TKND	February 2004	September 2007	August 2010	September 20, 2005		April 12, 2016	Riley Hospital for Children, Christian Sarkine Autism Treatment Center, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT00198120
110	NCT03842332	Building Resilience and Appropriate Independence in Young Adults With Autism		Active, not recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Life Skills and Resilience Program	Change in Baseline Resilience at 3-6 months|Change in Baseline General Family Functioning at 3-6 months|Change in Baseline Self Efficacy at 3-6 months|Change in Baseline Pediatric Quality of Life at 3-6 months|Change in Baseline Satisfaction with Social Roles at 3-6 months and Activities (v2.0)|Change in Baseline Employment Status	University of California, San Francisco|National Institutes of Health (NIH)|Golden Gate Regional Center|The Arc San Francisco|National Institute of Mental Health (NIMH)	All	18 Years to 26 Years   (Adult)	Not Applicable	42	Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	P0527544|R21MH115375	January 25, 2019	May 31, 2021	May 31, 2021	February 15, 2019		April 28, 2021	The Arc, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT03842332
111	NCT01250938	Effectiveness of Early Intervention in an Underserved Population	ESI-CO	Unknown status	No Results Available	Autism Spectrum Disorders	Behavioral: ESI - Community Outreach	Caregiver Transactional Support|Child Outcome|Caregiver Outcome	Weill Medical College of Cornell University|National Institute of Mental Health (NIMH)|Autism Speaks|Florida State University	All	24 Months to 54 Months   (Child)	Not Applicable	44	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1108011843|Autism Speaks 5766|R01MH078165	July 2009	May 2019	May 2019	December 1, 2010		July 23, 2018	Florida State University, Tallahassee, Florida, United States|Weill Cornell Medical College, White Plains, New York, United States		https://ClinicalTrials.gov/show/NCT01250938
112	NCT01177969	Cognitive Behavioral Therapy (CBT) for Anxiety Disorders in Autism: Adapting Treatment for Adolescents		Completed	Has Results	Anxiety Disorders in Youth With Autism, Asperger's Syndrome, and Pervasive Developmental Disorder Not Otherwise Specified	Behavioral: Cognitive-Behavioral Therapy|Behavioral: Wait-list	Pediatric Anxiety Rating Scale.|Anxiety Disorders Interview Schedule: Child and Parent Versions	University of South Florida|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|University of California, Los Angeles|University of Miami	All	11 Years to 14 Years   (Child)	Phase 1|Phase 2	33	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	1R34HD065274-01	November 2009	April 2014	April 2014	August 9, 2010	July 1, 2014	July 1, 2014	Univeristy of California at Los Angeles, Los Angeles, California, United States|University of South Florida, St. Petersburg, Florida, United States		https://ClinicalTrials.gov/show/NCT01177969
113	NCT03840642	Examining an Adaptive Telehealth Intervention		Active, not recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Mirror Me|Behavioral: Remote Coaching	Change in Unstructured Imitation Assessment (UIA)|Change in Early Intervention Parenting Self Efficacy Scale|Change in Parent Fidelity|Change in Vineland Scales of Adaptive Functioning (3rd edition, survey form)|Change in Social Communication Checklist Revised	Rush University Medical Center|University of Chicago|National Institutes of Health (NIH)|Eotvos Lorand University	All	16 Months to 5 Years   (Child)	Not Applicable	61	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	ORA 16122005|KL2TR002387	January 1, 2018	November 1, 2022	February 1, 2023	February 15, 2019		November 21, 2022	Rush University Medical Center, Chicago, Illinois, United States		https://ClinicalTrials.gov/show/NCT03840642
114	NCT02457169	Addressing Systemic Health Disparities in Early Identification and Treatment of Autism Spectrum Disorder (ASD): ABCD Project		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Parent Preschool Engagement intervention|Behavioral: Attention Control	parental school involvement|parent-teacher relationship quality|parent-special education engagement	University of Massachusetts, Boston|Tufts Medical Center|Northeastern University|National Institute of Mental Health (NIMH)	All	14 Months to 3 Years   (Child)	Not Applicable	31	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	UMassBoston|1R01MH104400-01	September 2014	April 2018	April 2018	May 29, 2015		December 4, 2018			https://ClinicalTrials.gov/show/NCT02457169
