Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
11	NCT01388179	Deep rTMS (Repetitive Transcranial Magnetic Stimulation)for Treatment of Autism Symptoms in Children.		Terminated	No Results Available	Autism	Device: Transcranial Magnetic Stimulation	CGI-I(clinical global impression-I) as a measure for social functioning|ASRS (Adult ADHD Self Report Scale) as a measure for social awareness and social motivation|Facial recognition test as a measure for preference to faces vs. objects|PLS-4(Preschool Language Scale - 4 ) as a measure for language impairment.|BASC (Behavior Assessment System for Children) as a measure for anxiety|ABC (Autism Behavior Checklist)as a measure for repetitive behaviors	Brainsway|Hadassah Medical Organization	All	10 Years to 18 Years   (Child, Adult)	Phase 2	20	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment	TMS-AUTISM	January 23, 2013	December 31, 2016	December 31, 2016	July 6, 2011		April 17, 2018	Hadassah Medical Organization, Jerusalem, Israel		https://ClinicalTrials.gov/show/NCT01388179
12	NCT00332241	Study of Aripiprazole in the Treatment of Children and Adolescents With Autistic Disorder (AD)		Completed	Has Results	Autistic Disorder	Drug: Aripiprazole|Drug: Placebo	Mean Change (Week 8 - Baseline) in the Autistic Behavior Checklist (ABC) Irritability Subscale Score|Mean Clinical Global Impressions Improvement Scale (CGI-I) Score|Number of Participants With Response at Week 8|Mean Change (Week 8 - Baseline) in the Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS; Compulsion Scale Only)|Mean Change (Week 8 - Baseline) in the Other ABC Subscale Scores|Mean Change (Week 8 - Baseline) in CGI-Severity (CGI-S)|Summary of Safety|Change From Baseline in Body Weight	Otsuka Pharmaceutical Development & Commercialization, Inc.|Otsuka America Pharmaceutical	All	6 Years to 17 Years   (Child)	Phase 3	98	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	CN138-178	June 2006	April 2008	April 2008	June 1, 2006	July 23, 2009	December 2, 2013	Marsella, Gregory, Boca Raton, Florida, United States|Child Neurology Associates, Pc, Atlanta, Georgia, United States|University Of Louisville, Louisville, Kentucky, United States|Neurobehavioral Medicine Group, Bloomfield Hills, Michigan, United States|Center For Psychiatry And Behavioral Medicine, Las Vegas, Nevada, United States|Suny - Stony Brook School Of Medicine, Stony Brook, New York, United States|Univ Of Nc, Chapel Hill, North Carolina, United States|Ut Medical Group, Memphis, Tennessee, United States|Red Oak Psychiatry Associates, Pa, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT00332241
13	NCT01343511	Safety and Efficacy of Stem Cell Therapy in Patients With Autism		Completed	No Results Available	Autism	Biological: human cord blood mononuclear cells|Biological: human cord blood mononuclear cells and human umbilical cord mesenchymal stem cells	Childhood Autism Rating Scale，CARS|Clinical Global Impression Scale，CGI|Aberrant Behavior Checklist，ABC|Adverse Event and Serious Adverse Event	Shenzhen Beike Bio-Technology Co., Ltd.|Shandong Jiaotong Hospital|Association for the Handicapped Of Jinan	All	3 Years to 12 Years   (Child)	Phase 1|Phase 2	37	Industry|Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	BKCR-AUTISM-1.0(2009)	March 2009	June 2010	May 2011	April 28, 2011		October 14, 2011	Shandong Jiaotong Hospital, Jinan, Shandong, China		https://ClinicalTrials.gov/show/NCT01343511
14	NCT02192749	Allogeneic Umbilical Cord Mesenchymal Stem Cell Therapy for Autism		Completed	No Results Available	Autism	Biological: Umbilical cord mesenchymal stem cells	Number of participants with adverse events|Number of participants with a change in disability as measured by the Autism Treatment Evaluation Checklist (ATEC)|Number of participants with a change in disability as measured by the Childhood Autism Rating Scale (CARS)|Change from baseline macrophage-derived chemokine (MDC)|Change from baseline thymus and activation-regulated chemokine (TARC)	Translational Biosciences	All	6 Years to 16 Years   (Child)	Phase 1|Phase 2	20	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	TBS-UCMSC-ASD001	July 2014	August 2017	August 2017	July 17, 2014		October 13, 2017	Stem Cell Institute, Panama City, Panama		https://ClinicalTrials.gov/show/NCT02192749
15	NCT02947048	Safety of L1-79 in Autism		Completed	No Results Available	Autism	Drug: L1-79|Drug: Placebo	Adverse event frequency|Change from baseline in CGI|Change from Baseline in Vineland Adaptive Behavior Scales - 2nd Edition|Change from Baseline in the Autism Diagnostic Observation Schedule (ADOS)|Change from baseline in Aberrant Behavior Checklist - Community|Change from baseline in the Social Responsiveness Scale - 2nd edition (SRS-2)|Changes from baseline in the Repetitive Behavior Scale - Revised (RBS-R).|Plasma concentrations of L1-79	Yamo Pharmaceuticals LLC	Male	13 Years to 21 Years   (Child, Adult)	Phase 2	42	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	HT 02-121	October 2016	December 2017	February 1, 2018	October 27, 2016		January 27, 2022	Eric Bartky MD, Bartky Health Care Center, Livingston, New Jersey, United States|F. Peter Halas MD, Sea Girt Pediatrics, Sea Girt, New Jersey, United States		https://ClinicalTrials.gov/show/NCT02947048
16	NCT02140112	Efficacy and Safety of Trichuris Suis Ova (TSO) as Compared to Placebo in Autism Spectrum Disorder		Terminated	No Results Available	Autism	Biological: Trichuris suis ova|Other: Placebo	Change from Baseline in Aberrant Behavior Checklist - Irritability (ABC-I) at 16 weeks	Coronado Biosciences, Inc.	All	5 Years to 17 Years   (Child)	Phase 2	23	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	CNDO 201-101	May 2014	April 2015	April 2015	May 16, 2014		November 4, 2015	Southwest Autism Research & Resource Center, Phoenix, Arizona, United States|Arkansas Children's Hospital Research Institute, Little Rock, Arkansas, United States|Baber Research Group, Naperville, Illinois, United States|Montefiore Medical Center Dept. of Psychiatry, Child Annex, Bronx, New York, United States|Red Oak Psychiatry, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT02140112
17	NCT02720900	Prebiotic Intervention for Autism Spectrum Disorders		Completed	No Results Available	Autism	Dietary Supplement: B-GOS|Dietary Supplement: Maltodextrin	effect on faecal microbiota composition using pyrosequencing|effect on faecal microbiota activity using nuclear magnetic resonance spectroscopy|questionnaire as a measure of bowel function|questionnaire as a measure of mood|questionnaire as a measure of behaviour	Clasado Limited|University of Reading	All	5 Years to 10 Years   (Child)	Not Applicable	41	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	ASD2015	September 2015	September 2016	May 2017	March 28, 2016		February 15, 2018	University of Reading, Reading, Berks, United Kingdom		https://ClinicalTrials.gov/show/NCT02720900
18	NCT01064973	An Open Label Extension Study of STX209 in Subjects With Autism Spectrum Disorders		Terminated	No Results Available	Autism Spectrum Disorders	Drug: arbaclofen	Irritability subscale of the Aberrant Behavior Checklist	Seaside Therapeutics, Inc.	All	6 Years to 17 Years   (Child)	Phase 2	32	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	22007	February 2010	December 2012	December 2012	February 9, 2010		December 20, 2012	Southwest Autism Research & Resource Center, Phoenix, Arizona, United States|University of California-Los Angeles Neuropsychiatric Institute, Los Angeles, California, United States|Yale Child Study Center, New Haven, Connecticut, United States|Riley Hospital for Children, Indianapolis, Indiana, United States|University of North Carolina Neurosciences Hospital, Chapel Hill, North Carolina, United States|Vanderbilt Kennedy Center, Nashville, Tennessee, United States|Red Oaks Psychiatry Associates, P.A., Houston, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT01064973
19	NCT04660552	Transcranial Photobiomodulation for Reducing Autism Symptoms in Children	TPBMASD	Recruiting	No Results Available	Autism Spectrum Disorder	Device: Cognilum TM: Light Treatment Condition	Change in Autism symptoms|EEG - 1|EEG - 2	JelikaLite LLC	All	2 Years to 6 Years   (Child)	Not Applicable	30	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	19751975	November 15, 2020	December 31, 2022	December 30, 2023	December 9, 2020		December 9, 2020	Dr. Steingold Psychology PC, Brooklyn, New York, United States|Dr. Steingold Psychology PC, New York, New York, United States		https://ClinicalTrials.gov/show/NCT04660552
20	NCT04562688	Care Improving Cognition for ADolescents on the Autism Spectrum	CICADAS	Recruiting	No Results Available	Autism Spectrum Disorder	Other: CICADAS and then PEERS|Other: PEERS + CICADAS and then no-contact|Other: PEERS + Active Comparator and then no-contact	Digital Assessment Completion Rate|NB-SCT Program Adherence|Post-Study Usability Ratings|Reported Number of Adverse Effects|Total number of participants who complete the intervention	Posit Science Corporation|University of Minnesota	All	11 Years to 18 Years   (Child, Adult)	Not Applicable	48	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	PSC-0909-20	June 11, 2021	December 1, 2022	December 1, 2022	September 24, 2020		September 13, 2022	University of Minnesota, Minneapolis, Minnesota, United States		https://ClinicalTrials.gov/show/NCT04562688
21	NCT04644003	Safety, Tolerability and Pharmacokinetics Study of STP1 in a Subgroup of Patients With Autism Spectrum Disorder		Completed	No Results Available	Autism Spectrum Disorder	Drug: STP1|Drug: Placebo	Safety and Tolerability|Plasma concentration of STP1 (PK)	Stalicla SA	All	18 Years to 40 Years   (Adult)	Phase 1	12	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	STP1-C004	December 7, 2020	January 28, 2022	January 28, 2022	November 25, 2020		February 17, 2022	Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States		https://ClinicalTrials.gov/show/NCT04644003
22	NCT05081245	ML-004 in Adolescents and Adults With Autism Spectrum Disorders (ASD)		Recruiting	No Results Available	Autism Spectrum Disorder	Drug: ML-004 (IR)/(ER) tablet|Drug: ML-004 Placebo	Change from Baseline in Autism Behavior Inventory (ABI)-Social Communication Domain Score|Change from Baseline in Clinician Global Impression of Improvement (CGI-I)|Change from Baseline in Autism Behavior Inventory-Clinician (ABI-C) Score|Change from Baseline in Aberrant Behavior Checklist 2-Irritability (ABC-I) Subscale Score|Change from baseline in the Clinician Global Impression of Severity (CGI-S) Score|Change from baseline in the ABI Repetitive/Restrictive Behavior Domain Score|Change from baseline in the ABI Mood and Anxiety Domain Score|Change from baseline in the ABI Challenging Behavior Domain Score|Change from baseline in the ABI Self-regulation Domain Score|Change from baseline in the ABI-Short Form (ABI-S) Score|Change from baseline in the ABC-Social Withdrawal (ABC-SW) Subscale Score|Change from baseline in the Social Responsiveness Scale 2 (SRS-2) Score|Change from baseline in the Vineland-3 (Domain Level Version) Score: total of Communication, Socialization, and Maladaptive behavior domains	MapLight Therapeutics	All	12 Years to 45 Years   (Child, Adult)	Phase 2	150	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	ML-004-002	August 11, 2022	August 10, 2023	December 31, 2023	October 18, 2021		November 17, 2022	Harmonex Neuroscience Research, Dothan, Alabama, United States|Southwest Autism Research & Resource Center, Clinical Research, Phoenix, Arizona, United States|APG Research, LLC, Orlando, Florida, United States|University of South Florida Psychiatry and Behavioral Neurosciences, Tampa, Florida, United States|AMR-Baber Research Inc, Naperville, Illinois, United States|University of Missouri, Thompson Center for Autism & Neurodevelopmental Disorders, Columbia, Missouri, United States|Richmond Behavioral Associates, Staten Island, New York, United States|Suburban Research Associates, Media, Pennsylvania, United States|Red Oak Psychiatry Associates, PA, Houston, Texas, United States|Road Runner Research, Ltd., San Antonio, Texas, United States|Cedar Clinical Research, Draper, Utah, United States|Brain and Mind Centre, Camperdown, New South Wales, Australia|OCT Research ULC (dba Okanagan Clinical Trials), Kelowna, British Columbia, Canada		https://ClinicalTrials.gov/show/NCT05081245
23	NCT00036244	Synthetic Human Secretin in Children With Autism		Completed	No Results Available	Autism	Drug: RG1068 (Synthetic Human Secretin)		Repligen Corporation	All	32 Months to 59 Months   (Child)	Phase 3		Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double|Primary Purpose: Treatment	RG1068-04	April 2002		January 2004	May 9, 2002		August 5, 2005	Southwest Autism Research Center, Phoenix, Arizona, United States|UCLA Pediatric Neurology, Los Angeles, California, United States|Children's Hospital and Research Center at Oakland, Oakland, California, United States|1st Allergy & Clinical Research Center, Centennial, Colorado, United States|Alachua Family Psychiatry, Gainesville, Florida, United States|Miami Children's Hospital, Miami, Florida, United States|Riley Children's Hospital, Indianapolis, Indiana, United States|The Clinical Trials Center:A Division of Children's Hospital, Metairie, Louisiana, United States|Hardy Healthcare Associates, Hingham, Massachusetts, United States|Children's Hospital of Michigan, Detroit, Michigan, United States|University of Medicine and Dentistry of New Jersey, Newark, New Jersey, United States|Schneider Children's Hospital, New Hyde Park, New York, United States|The Ohio State University, Columbus, Ohio, United States|Children's Biomedical Center of Utah, Sandy, Utah, United States|Puget Sound Neurology, Edmonds, Washington, United States		https://ClinicalTrials.gov/show/NCT00036244
24	NCT00036231	Synthetic Human Secretin in Children With Autism and Gastrointestinal Dysfunction		Terminated	No Results Available	Autism	Drug: RG1068 (Synthetic Human Secretin)		Repligen Corporation	All	32 Months to 59 Months   (Child)	Phase 3		Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double|Primary Purpose: Treatment	RG1068-03	April 2002			May 9, 2002		November 21, 2005			https://ClinicalTrials.gov/show/NCT00036231
25	NCT01288716	Study of Arbaclofen for the Treatment of Social Withdrawal in Subjects With Autism Spectrum Disorders		Completed	No Results Available	Autism Spectrum Disorders	Drug: Arbaclofen	Aberrant Behavior Checklist-Social Withdrawal Subscale	Seaside Therapeutics, Inc.	All	5 Years to 21 Years   (Child, Adult)	Phase 2	150	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	209AS208	May 2011	August 2012	September 2012	February 2, 2011		July 31, 2013	Southwest Autism Research & Resource Center, Phoenix, Arizona, United States|University of California-Los Angeles Neuropsychiatric Institute, Los Angeles, California, United States|University of California-Davis, M.I.N.D. Institute, Sacramento, California, United States|Pharmax Research Clinic, Miami, Florida, United States|Lake Mary Pediatrics, Orange City, Florida, United States|Institute for Behavioral Medicine, Smyrna, Georgia, United States|Institute for Juvenile Research, Chicago, Illinois, United States|Riley Hospital for Children, Indianapolis, Indiana, United States|Kennedy Krieger Institute, Baltimore, Maryland, United States|Boston Children's Hospital, Boston, Massachusetts, United States|University of Massachusetts, Worcester, Massachusetts, United States|University of Missouri, Thompson Research Center for Autism & Neurodevelpmental Disorders, Columbia, Missouri, United States|Seaver Autism Center, Mount Sinai Medical Center, New York, New York, United States|University of North Carolina Neurosciences Hospital, Chapel Hill, North Carolina, United States|Akron Children's Hospital, Akron, Ohio, United States|Cutting Edge Research, Oklahoma City, Oklahoma, United States|Summit Research Network, Portland, Oregon, United States|Suburban Research Associates, Media, Pennsylvania, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|University of Tennessee Medical Group, LeBonheur Children's Hospital, Memphis, Tennessee, United States|Vanderbilt Kennedy Center, Nashville, Tennessee, United States|Red Oaks Psychiatry Associates, P.A., Houston, Texas, United States|Road Runner Research, San Antonio, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT01288716
26	NCT05067582	A 12-Week Crossover Study to Assess the Efficacy, Safety and Tolerability of L1-79 in Subjects Aged 12-21 Years With Autism Spectrum Disorder		Recruiting	No Results Available	Autism Spectrum Disorder|Autism	Drug: L1-79	Vineland Adaptive Behavior Scale, Third Edition (Vineland-3), Average of the Growth Scale Value (GSV) score of the three Socialization Subdomains (combined)|Brief Observation of Social Communication Change (BOSCC)|Clinical Global Impression of Severity of Illness (CGI-S) weighted for socialization|Clinical Global Impression of Change (CGI-C) weighted for socialization|Percent of subjects showing a statistically significant improvement in GSV on 2 of the Socialization Subdomains|Caregiver Global Impression of Change of 3 Most Bothersome Symptoms of ASD (CGI-3P)|Social Responsiveness Scale, Second Edition (SRS-2) Social-Communication and Interaction - DSM-5 Composite T-score|Social Responsiveness Scale, Second Edition (SRS-2) Total T-score|Social Responsiveness Scale, Second Edition (SRS-2) Social Motivation T-score|Vineland-3 Socialization Domain, Standard Score|Parent-rated Anxiety Scale for ASD (PRAS-ASD)|Child's Sleep Habits Questionnaire (CSHQ)	Yamo Pharmaceuticals LLC	All	12 Years to 21 Years   (Child, Adult)	Phase 2	50	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	Y202	January 25, 2022	February 2023	March 2023	October 5, 2021		March 9, 2022	Southwest Autism Research and Resource Center, Phoenix, Arizona, United States|Thompson Autism Center CHOC, Orange, California, United States|Rush University, Chicago, Illinois, United States|Thompson Center for Autism and Neurodevelopmental Disorders, Columbia, Missouri, United States|Red Oak Psychiatry Associates, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT05067582
27	NCT05439616	Study of Cariprazine Oral Capsules or Solution to Assess Adverse Events and Change in Irritability Due to Autism Spectrum Disorder (ASD) in Participants Aged 5-17 Years With ASD		Recruiting	No Results Available	Autism Spectrum Disorder	Drug: Cariprazine|Drug: Placebo	Change from Baseline in Aberrant Behavior Checklist, 2nd edition - Community Version - Irritability (ABC-I) Subscale Score|Percentage of Participants with responder status of "Very Much Improved" or "Much Improved" on the Clinical Global Impression- Change Irritability (CGI-C Irritability) Scale|Change from Baseline in Parent-Rated Anxiety Scale for Youth with Autism Spectrum Disorder (PRAS-ASD) Total Score|Change from Baseline in Caregiver Strain Questionnaire Short Form 7-Item (CGSQ SF-7) total score	AbbVie	All	5 Years to 17 Years   (Child)	Phase 3	152	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	M21-465	July 7, 2022	May 24, 2024	September 8, 2024	June 30, 2022		December 14, 2022	Advanced Research Center /ID# 245049, Anaheim, California, United States|Sun Valley Research Center /ID# 243133, Imperial, California, United States|CHOC Children's Hospital /ID# 245577, Orange, California, United States|Sarkis Clinical Trials /ID# 242868, Gainesville, Florida, United States|Advanced Research Institute of Miami /ID# 243179, Homestead, Florida, United States|Sandhill Research LLC /ID# 245079, Lake Mary, Florida, United States|Axcess Medical Research /ID# 244952, Loxahatchee Groves, Florida, United States|K2 Medical Research /ID# 248694, Maitland, Florida, United States|Medical Research Group of Central Florida /ID# 243170, Orange City, Florida, United States|APG Research, LLC /ID# 243130, Orlando, Florida, United States|Nona Pediatric Center /ID# 245078, Orlando, Florida, United States|Asclepes Research Centers - Spring Hill /ID# 248682, Spring Hill, Florida, United States|D&H Tamarac Research Center /ID# 250436, Tamarac, Florida, United States|Atlanta Center for Medical Research /ID# 243124, Atlanta, Georgia, United States|Atlanta Behavioral Research, LLC /ID# 243082, Dunwoody, Georgia, United States|Baber Research Group /ID# 242998, Naperville, Illinois, United States|New Dawn Psychiatric Services PLLC /ID# 243697, Kinston, North Carolina, United States|Cincinnati Children's Hospital /ID# 243968, Cincinnati, Ohio, United States|CincyScience /ID# 242993, West Chester, Ohio, United States|Relaro Medical Trials /ID# 243126, Dallas, Texas, United States|Cedar Health Research /ID# 248683, Dallas, Texas, United States|AIM Trials /ID# 243120, Plano, Texas, United States|Family Psychiatry of The Woodlands /ID# 242867, The Woodlands, Texas, United States|Advanced Research Institute - Ridgeline /ID# 243098, Ogden, Utah, United States|Office of Maria Ona /ID# 248149, Franklin, Virginia, United States|Core Clinical Research /ID# 243084, Everett, Washington, United States|Multicare Institute for Research and Innovation /ID# 245153, Tacoma, Washington, United States|Dr. Samuel Sanchez PSC /ID# 245739, Caguas, Puerto Rico|GCM Medical Group PSC /ID# 245735, San Juan, Puerto Rico|BDH Research /ID# 251050, San Juan, Puerto Rico		https://ClinicalTrials.gov/show/NCT05439616
